Nome: SAO LUIS
Codigo Estacao: 82280
Latitude: -2.52666666
Longitude: -44.21361111
Altitude: 32.58
Situacao: Operante
Data Inicial: 2020-01-01
Data Final: 2024-01-01
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
2020-10-08;0;32.9;27.9;24.2;76;62;2.7;
2020-10-09;0;32.7;27.5;24.4;78.5;65;2.6;
2020-10-10;0;32.4;27.6;23.6;77.3;64;2.2;
2020-10-11;0;32.5;27.6;24.4;78.8;61;2.6;
2020-10-12;0;33.3;27.6;23.1;78.3;67;2.2;
2020-10-13;0;32.9;27.6;24.6;77;63;3;
2020-10-14;0;33.3;28;25.4;79;67;2.4;
2020-10-15;0;33.9;28.7;25.2;75.8;65;3.4;
2020-10-16;0;33.5;28.7;26.2;77.5;68;3.1;
2020-10-17;0;31.7;27.9;25.2;74.8;66;2.8;
2020-10-18;0;32.9;27.7;25.2;78.8;63;2.5;
2020-10-19;0;33.9;28.4;25.8;80.5;65;2.6;
2020-10-20;.8;33.8;28.3;25.4;77.5;62;2.6;
2020-10-21;0;33.3;28.2;25.4;77;66;2.7;
2020-10-22;0;32.5;28;25;80.8;70;2.6;
2020-10-23;0;33.7;28.3;25;77.5;65;2.1;
2020-10-24;0;31.9;28.4;25.8;77.5;68;2.7;
2020-10-25;0;31.7;27.9;25.6;82.8;75;2.5;
2020-10-26;0;32.6;28.4;25.6;81;71;2.6;
2020-10-27;0;33.9;28.3;25.4;79.5;65;2.3;
2020-10-28;0;34.3;28.6;24.6;76.5;63;2.5;
2020-10-29;0;34.1;28.4;25.4;77.3;62;2.5;
2020-10-30;0;33.5;28.4;25.7;74.3;60;2.6;
2020-10-31;0;34.1;28.6;25;77;62;3;
2020-11-01;0;33.5;28.3;23.8;79.5;67;2.4;
2020-11-02;0;34.3;28.6;24.6;79;63;2.5;
2020-11-03;0;33.1;28.9;25.9;75.5;68;1.5;
2020-11-04;2.8;30.3;27;24.2;85.5;79;2.1;
2020-11-05;0;32.3;27.9;24;80;76;1.9;
2020-11-06;0;32.5;28;25.4;87;75;1.5;
2020-11-07;0;34.3;28.6;25.2;77.3;58;3;
2020-11-08;0;33.7;28.8;26.6;77.3;61;3;
2020-11-09;0;33.5;27.9;26.2;83.8;68;2.5;
2020-11-10;.4;32.7;28.5;25.9;83.3;74;1.4;
2020-11-11;23;29.3;26.5;23.8;89.8;80;2.1;
2020-11-12;0;33.3;28;24.6;87.8;78;2;
2020-11-13;0;32.9;28.2;25.2;82;68;2;
2020-11-14;0;34.1;28.7;25.4;81;68;3.2;
2020-11-15;0;33.9;28.4;26.1;85.3;73;2.8;
2020-11-16;0;33.3;28;26;86.3;71;1.9;
2020-11-17;0;33.7;28.8;25.4;79.3;69;2.2;
2020-11-18;0;33.5;28.8;26.2;77.3;64;2.2;
2020-11-19;.7;31.7;28.2;26.4;84.8;73;2.1;
2020-11-20;3.9;32.5;26.4;23;88.5;63;2;
2020-11-21;0;32.7;28.2;24.8;82.3;71;2.4;
2020-11-22;0;32.5;27.3;25.3;92;80;1.5;
2020-11-23;3.5;29.9;26.5;24.4;93.5;84;1.2;
2020-11-24;0;32.5;27.9;23.8;79.5;67;2.5;
2020-11-25;0;32.3;28.2;26.2;82.3;75;2.8;
2020-11-26;0;33.5;28.5;25.8;82.5;69;1.6;
